state,region,lga,quarter,property_type,count,median_rent
VIC,Loddon Mallee,Buloke,Dec 2009,All Properties,12,145
VIC,Loddon Mallee,Buloke,Mar 2010,All Properties,16,158
VIC,Loddon Mallee,Buloke,Jun 2010,All Properties,17,145
VIC,Loddon Mallee,Buloke,Sep 2010,All Properties,18,145
VIC,Loddon Mallee,Buloke,Dec 2010,All Properties,18,128
VIC,Loddon Mallee,Buloke,Mar 2011,All Properties,11,155
VIC,Loddon Mallee,Buloke,Jun 2011,All Properties,16,150
VIC,Loddon Mallee,Buloke,Sep 2011,All Properties,15,160
VIC,Loddon Mallee,Buloke,Dec 2011,All Properties,13,150
VIC,Loddon Mallee,Buloke,Mar 2012,All Properties,21,150
VIC,Loddon Mallee,Buloke,Jun 2012,All Properties,10,155
VIC,Loddon Mallee,Buloke,Sep 2012,All Properties,14,160
VIC,Loddon Mallee,Buloke,Dec 2012,All Properties,12,170
VIC,Loddon Mallee,Buloke,Mar 2013,All Properties,15,170
VIC,Loddon Mallee,Buloke,Jun 2013,All Properties,14,183
VIC,Loddon Mallee,Buloke,Sep 2013,All Properties,12,173
VIC,Loddon Mallee,Buloke,Dec 2013,All Properties,13,185
VIC,Loddon Mallee,Buloke,Mar 2014,All Properties,16,165
VIC,Loddon Mallee,Buloke,Jun 2014,All Properties,6,158
VIC,Loddon Mallee,Buloke,Sep 2014,All Properties,11,180
VIC,Loddon Mallee,Buloke,Dec 2014,All Properties,17,175
VIC,Loddon Mallee,Buloke,Mar 2015,All Properties,24,178
VIC,Loddon Mallee,Buloke,Jun 2015,All Properties,11,175
VIC,Loddon Mallee,Buloke,Sep 2015,All Properties,16,178
VIC,Loddon Mallee,Buloke,Dec 2015,All Properties,11,180
VIC,Loddon Mallee,Buloke,Mar 2016,All Properties,9,160
VIC,Loddon Mallee,Buloke,Jun 2016,All Properties,18,180
VIC,Loddon Mallee,Buloke,Sep 2016,All Properties,20,180
VIC,Loddon Mallee,Buloke,Dec 2016,All Properties,17,165
VIC,Loddon Mallee,Buloke,Mar 2017,All Properties,17,185
VIC,Loddon Mallee,Buloke,Jun 2017,All Properties,10,183
VIC,Loddon Mallee,Buloke,Sep 2017,All Properties,16,180
VIC,Loddon Mallee,Buloke,Dec 2017,All Properties,23,190
VIC,Loddon Mallee,Buloke,Mar 2018,All Properties,23,180
VIC,Loddon Mallee,Buloke,Jun 2018,All Properties,20,195
VIC,Loddon Mallee,Buloke,Sep 2018,All Properties,21,195
VIC,Loddon Mallee,Buloke,Dec 2018,All Properties,14,200
VIC,Loddon Mallee,Buloke,Mar 2019,All Properties,19,190
VIC,Loddon Mallee,Buloke,Jun 2019,All Properties,18,203
VIC,Loddon Mallee,Buloke,Sep 2019,All Properties,12,195
VIC,Loddon Mallee,Buloke,Dec 2019,All Properties,14,203
VIC,Loddon Mallee,Buloke,Mar 2020,All Properties,19,220
VIC,Loddon Mallee,Buloke,Jun 2020,All Properties,15,200
VIC,Loddon Mallee,Buloke,Sep 2020,All Properties,11,220
VIC,Loddon Mallee,Buloke,Dec 2020,All Properties,14,230
VIC,Loddon Mallee,Buloke,Mar 2021,All Properties,25,155
VIC,Loddon Mallee,Buloke,Jun 2021,All Properties,15,250
VIC,Loddon Mallee,Buloke,Sep 2021,All Properties,19,230
VIC,Loddon Mallee,Buloke,Dec 2021,All Properties,8,245
VIC,Loddon Mallee,Buloke,Mar 2022,All Properties,11,260
VIC,Loddon Mallee,Buloke,Jun 2022,All Properties,11,240
VIC,Loddon Mallee,Buloke,Sep 2022,All Properties,10,270
VIC,Loddon Mallee,Buloke,Dec 2022,All Properties,14,245
VIC,Loddon Mallee,Buloke,Mar 2023,All Properties,10,280
VIC,Loddon Mallee,Buloke,Jun 2023,All Properties,11,210
VIC,Loddon Mallee,Buloke,Sep 2023,All Properties,16,288
VIC,Loddon Mallee,Buloke,Dec 2023,All Properties,13,280
VIC,Loddon Mallee,Buloke,Mar 2024,All Properties,16,290
VIC,Loddon Mallee,Buloke,Jun 2024,All Properties,15,310
VIC,Loddon Mallee,Buloke,Sep 2024,All Properties,13,300
VIC,Loddon Mallee,Buloke,Dec 2024,All Properties,11,300
VIC,Loddon Mallee,Buloke,Mar 2025,All Properties,14,335
VIC,Loddon Mallee,Buloke,Jun 2025,All Properties,12,310
VIC,Loddon Mallee,Buloke,Sep 2025,All Properties,10,340
VIC,Loddon Mallee,Campaspe,Jun 1999,All Properties,216,135
VIC,Loddon Mallee,Campaspe,Sep 1999,All Properties,208,140
VIC,Loddon Mallee,Campaspe,Dec 1999,All Properties,261,130
VIC,Loddon Mallee,Campaspe,Mar 2000,All Properties,220,140
VIC,Loddon Mallee,Campaspe,Jun 2000,All Properties,223,140
VIC,Loddon Mallee,Campaspe,Sep 2000,All Properties,209,135
VIC,Loddon Mallee,Campaspe,Dec 2000,All Properties,218,135
VIC,Loddon Mallee,Campaspe,Mar 2001,All Properties,240,140
VIC,Loddon Mallee,Campaspe,Jun 2001,All Properties,183,140
VIC,Loddon Mallee,Campaspe,Sep 2001,All Properties,220,140
VIC,Loddon Mallee,Campaspe,Dec 2001,All Properties,211,140
VIC,Loddon Mallee,Campaspe,Mar 2002,All Properties,209,150
VIC,Loddon Mallee,Campaspe,Jun 2002,All Properties,177,150
VIC,Loddon Mallee,Campaspe,Sep 2002,All Properties,218,159
VIC,Loddon Mallee,Campaspe,Dec 2002,All Properties,187,150
VIC,Loddon Mallee,Campaspe,Mar 2003,All Properties,225,150
VIC,Loddon Mallee,Campaspe,Jun 2003,All Properties,198,160
VIC,Loddon Mallee,Campaspe,Sep 2003,All Properties,227,160
VIC,Loddon Mallee,Campaspe,Dec 2003,All Properties,212,175
VIC,Loddon Mallee,Campaspe,Mar 2004,All Properties,237,170
VIC,Loddon Mallee,Campaspe,Jun 2004,All Properties,190,165
VIC,Loddon Mallee,Campaspe,Sep 2004,All Properties,240,160
VIC,Loddon Mallee,Campaspe,Dec 2004,All Properties,242,170
VIC,Loddon Mallee,Campaspe,Mar 2005,All Properties,206,170
VIC,Loddon Mallee,Campaspe,Jun 2005,All Properties,207,170
VIC,Loddon Mallee,Campaspe,Sep 2005,All Properties,243,170
VIC,Loddon Mallee,Campaspe,Dec 2005,All Properties,204,170
VIC,Loddon Mallee,Campaspe,Mar 2006,All Properties,239,170
VIC,Loddon Mallee,Campaspe,Jun 2006,All Properties,200,170
VIC,Loddon Mallee,Campaspe,Sep 2006,All Properties,218,185
VIC,Loddon Mallee,Campaspe,Dec 2006,All Properties,214,180
VIC,Loddon Mallee,Campaspe,Mar 2007,All Properties,243,180
VIC,Loddon Mallee,Campaspe,Jun 2007,All Properties,199,185
VIC,Loddon Mallee,Campaspe,Sep 2007,All Properties,241,190
VIC,Loddon Mallee,Campaspe,Dec 2007,All Properties,207,190
VIC,Loddon Mallee,Campaspe,Mar 2008,All Properties,298,185
VIC,Loddon Mallee,Campaspe,Jun 2008,All Properties,255,190
VIC,Loddon Mallee,Campaspe,Sep 2008,All Properties,238,195
VIC,Loddon Mallee,Campaspe,Dec 2008,All Properties,251,194
VIC,Loddon Mallee,Campaspe,Mar 2009,All Properties,262,195
VIC,Loddon Mallee,Campaspe,Jun 2009,All Properties,250,200
VIC,Loddon Mallee,Campaspe,Sep 2009,All Properties,254,195
VIC,Loddon Mallee,Campaspe,Dec 2009,All Properties,221,200
VIC,Loddon Mallee,Campaspe,Mar 2010,All Properties,257,190
VIC,Loddon Mallee,Campaspe,Jun 2010,All Properties,238,210
VIC,Loddon Mallee,Campaspe,Sep 2010,All Properties,233,215
VIC,Loddon Mallee,Campaspe,Dec 2010,All Properties,229,200
VIC,Loddon Mallee,Campaspe,Mar 2011,All Properties,238,210
VIC,Loddon Mallee,Campaspe,Jun 2011,All Properties,238,210
VIC,Loddon Mallee,Campaspe,Sep 2011,All Properties,251,220
VIC,Loddon Mallee,Campaspe,Dec 2011,All Properties,187,225
VIC,Loddon Mallee,Campaspe,Mar 2012,All Properties,223,230
VIC,Loddon Mallee,Campaspe,Jun 2012,All Properties,228,223
VIC,Loddon Mallee,Campaspe,Sep 2012,All Properties,217,220
VIC,Loddon Mallee,Campaspe,Dec 2012,All Properties,223,225
VIC,Loddon Mallee,Campaspe,Mar 2013,All Properties,225,230
VIC,Loddon Mallee,Campaspe,Jun 2013,All Properties,204,228
VIC,Loddon Mallee,Campaspe,Sep 2013,All Properties,226,220
VIC,Loddon Mallee,Campaspe,Dec 2013,All Properties,207,245
VIC,Loddon Mallee,Campaspe,Mar 2014,All Properties,204,235
VIC,Loddon Mallee,Campaspe,Jun 2014,All Properties,201,250
VIC,Loddon Mallee,Campaspe,Sep 2014,All Properties,216,230
VIC,Loddon Mallee,Campaspe,Dec 2014,All Properties,223,250
VIC,Loddon Mallee,Campaspe,Mar 2015,All Properties,211,250
VIC,Loddon Mallee,Campaspe,Jun 2015,All Properties,188,243
VIC,Loddon Mallee,Campaspe,Sep 2015,All Properties,223,260
VIC,Loddon Mallee,Campaspe,Dec 2015,All Properties,219,260
VIC,Loddon Mallee,Campaspe,Mar 2016,All Properties,196,260
VIC,Loddon Mallee,Campaspe,Jun 2016,All Properties,176,265
VIC,Loddon Mallee,Campaspe,Sep 2016,All Properties,202,260
VIC,Loddon Mallee,Campaspe,Dec 2016,All Properties,198,270
VIC,Loddon Mallee,Campaspe,Mar 2017,All Properties,223,260
VIC,Loddon Mallee,Campaspe,Jun 2017,All Properties,218,263
VIC,Loddon Mallee,Campaspe,Sep 2017,All Properties,229,260
VIC,Loddon Mallee,Campaspe,Dec 2017,All Properties,192,270
VIC,Loddon Mallee,Campaspe,Mar 2018,All Properties,206,273
VIC,Loddon Mallee,Campaspe,Jun 2018,All Properties,203,270
VIC,Loddon Mallee,Campaspe,Sep 2018,All Properties,194,280
VIC,Loddon Mallee,Campaspe,Dec 2018,All Properties,170,270
VIC,Loddon Mallee,Campaspe,Mar 2019,All Properties,205,290
VIC,Loddon Mallee,Campaspe,Jun 2019,All Properties,200,280
VIC,Loddon Mallee,Campaspe,Sep 2019,All Properties,195,290
VIC,Loddon Mallee,Campaspe,Dec 2019,All Properties,204,280
VIC,Loddon Mallee,Campaspe,Mar 2020,All Properties,203,290
VIC,Loddon Mallee,Campaspe,Jun 2020,All Properties,180,300
VIC,Loddon Mallee,Campaspe,Sep 2020,All Properties,172,300
VIC,Loddon Mallee,Campaspe,Dec 2020,All Properties,200,300
VIC,Loddon Mallee,Campaspe,Mar 2021,All Properties,174,325
VIC,Loddon Mallee,Campaspe,Jun 2021,All Properties,153,300
VIC,Loddon Mallee,Campaspe,Sep 2021,All Properties,152,330
VIC,Loddon Mallee,Campaspe,Dec 2021,All Properties,140,340
VIC,Loddon Mallee,Campaspe,Mar 2022,All Properties,136,355
VIC,Loddon Mallee,Campaspe,Jun 2022,All Properties,138,370
VIC,Loddon Mallee,Campaspe,Sep 2022,All Properties,162,365
VIC,Loddon Mallee,Campaspe,Dec 2022,All Properties,125,370
VIC,Loddon Mallee,Campaspe,Mar 2023,All Properties,151,360
VIC,Loddon Mallee,Campaspe,Jun 2023,All Properties,139,395
VIC,Loddon Mallee,Campaspe,Sep 2023,All Properties,152,395
VIC,Loddon Mallee,Campaspe,Dec 2023,All Properties,133,410
VIC,Loddon Mallee,Campaspe,Mar 2024,All Properties,151,420
VIC,Loddon Mallee,Campaspe,Jun 2024,All Properties,145,400
VIC,Loddon Mallee,Campaspe,Sep 2024,All Properties,161,420
VIC,Loddon Mallee,Campaspe,Dec 2024,All Properties,153,420
VIC,Loddon Mallee,Campaspe,Mar 2025,All Properties,147,440
VIC,Loddon Mallee,Campaspe,Jun 2025,All Properties,132,450
VIC,Loddon Mallee,Campaspe,Sep 2025,All Properties,131,460
VIC,Loddon Mallee,Central Goldfields,Jun 1999,All Properties,59,110
VIC,Loddon Mallee,Central Goldfields,Sep 1999,All Properties,60,110
VIC,Loddon Mallee,Central Goldfields,Dec 1999,All Properties,55,110
VIC,Loddon Mallee,Central Goldfields,Mar 2000,All Properties,83,115
VIC,Loddon Mallee,Central Goldfields,Jun 2000,All Properties,62,110
VIC,Loddon Mallee,Central Goldfields,Sep 2000,All Properties,61,110
VIC,Loddon Mallee,Central Goldfields,Dec 2000,All Properties,49,115
VIC,Loddon Mallee,Central Goldfields,Mar 2001,All Properties,63,115
VIC,Loddon Mallee,Central Goldfields,Jun 2001,All Properties,44,110
VIC,Loddon Mallee,Central Goldfields,Sep 2001,All Properties,56,115
VIC,Loddon Mallee,Central Goldfields,Dec 2001,All Properties,54,120
VIC,Loddon Mallee,Central Goldfields,Mar 2002,All Properties,62,120
VIC,Loddon Mallee,Central Goldfields,Jun 2002,All Properties,44,120
VIC,Loddon Mallee,Central Goldfields,Sep 2002,All Properties,50,125
VIC,Loddon Mallee,Central Goldfields,Dec 2002,All Properties,43,125
VIC,Loddon Mallee,Central Goldfields,Mar 2003,All Properties,70,125
VIC,Loddon Mallee,Central Goldfields,Jun 2003,All Properties,57,130
VIC,Loddon Mallee,Central Goldfields,Sep 2003,All Properties,53,130
VIC,Loddon Mallee,Central Goldfields,Dec 2003,All Properties,66,130
VIC,Loddon Mallee,Central Goldfields,Mar 2004,All Properties,58,130
VIC,Loddon Mallee,Central Goldfields,Jun 2004,All Properties,47,140
VIC,Loddon Mallee,Central Goldfields,Sep 2004,All Properties,54,140
VIC,Loddon Mallee,Central Goldfields,Dec 2004,All Properties,67,140
VIC,Loddon Mallee,Central Goldfields,Mar 2005,All Properties,82,145
VIC,Loddon Mallee,Central Goldfields,Jun 2005,All Properties,49,140
VIC,Loddon Mallee,Central Goldfields,Sep 2005,All Properties,68,140
VIC,Loddon Mallee,Central Goldfields,Dec 2005,All Properties,47,138
VIC,Loddon Mallee,Central Goldfields,Mar 2006,All Properties,67,145
VIC,Loddon Mallee,Central Goldfields,Jun 2006,All Properties,51,145
VIC,Loddon Mallee,Central Goldfields,Sep 2006,All Properties,67,145
VIC,Loddon Mallee,Central Goldfields,Dec 2006,All Properties,62,143
VIC,Loddon Mallee,Central Goldfields,Mar 2007,All Properties,59,150
VIC,Loddon Mallee,Central Goldfields,Jun 2007,All Properties,59,150
VIC,Loddon Mallee,Central Goldfields,Sep 2007,All Properties,55,150
VIC,Loddon Mallee,Central Goldfields,Dec 2007,All Properties,61,155
VIC,Loddon Mallee,Central Goldfields,Mar 2008,All Properties,59,155
VIC,Loddon Mallee,Central Goldfields,Jun 2008,All Properties,67,165
VIC,Loddon Mallee,Central Goldfields,Sep 2008,All Properties,48,165
VIC,Loddon Mallee,Central Goldfields,Dec 2008,All Properties,64,166
VIC,Loddon Mallee,Central Goldfields,Mar 2009,All Properties,62,175
VIC,Loddon Mallee,Central Goldfields,Jun 2009,All Properties,67,170
VIC,Loddon Mallee,Central Goldfields,Sep 2009,All Properties,70,168
VIC,Loddon Mallee,Central Goldfields,Dec 2009,All Properties,74,170
VIC,Loddon Mallee,Central Goldfields,Mar 2010,All Properties,67,185
VIC,Loddon Mallee,Central Goldfields,Jun 2010,All Properties,62,175
VIC,Loddon Mallee,Central Goldfields,Sep 2010,All Properties,62,188
VIC,Loddon Mallee,Central Goldfields,Dec 2010,All Properties,69,185
VIC,Loddon Mallee,Central Goldfields,Mar 2011,All Properties,62,195
VIC,Loddon Mallee,Central Goldfields,Jun 2011,All Properties,62,200
VIC,Loddon Mallee,Central Goldfields,Sep 2011,All Properties,63,205
VIC,Loddon Mallee,Central Goldfields,Dec 2011,All Properties,61,220
VIC,Loddon Mallee,Central Goldfields,Mar 2012,All Properties,70,208
VIC,Loddon Mallee,Central Goldfields,Jun 2012,All Properties,68,200
VIC,Loddon Mallee,Central Goldfields,Sep 2012,All Properties,67,200
VIC,Loddon Mallee,Central Goldfields,Dec 2012,All Properties,68,225
VIC,Loddon Mallee,Central Goldfields,Mar 2013,All Properties,81,220
VIC,Loddon Mallee,Central Goldfields,Jun 2013,All Properties,52,225
VIC,Loddon Mallee,Central Goldfields,Sep 2013,All Properties,68,220
VIC,Loddon Mallee,Central Goldfields,Dec 2013,All Properties,50,230
VIC,Loddon Mallee,Central Goldfields,Mar 2014,All Properties,69,220
VIC,Loddon Mallee,Central Goldfields,Jun 2014,All Properties,55,220
VIC,Loddon Mallee,Central Goldfields,Sep 2014,All Properties,74,225
VIC,Loddon Mallee,Central Goldfields,Dec 2014,All Properties,74,228
VIC,Loddon Mallee,Central Goldfields,Mar 2015,All Properties,70,233
VIC,Loddon Mallee,Central Goldfields,Jun 2015,All Properties,77,240
VIC,Loddon Mallee,Central Goldfields,Sep 2015,All Properties,82,230
VIC,Loddon Mallee,Central Goldfields,Dec 2015,All Properties,74,230
VIC,Loddon Mallee,Central Goldfields,Mar 2016,All Properties,72,240
VIC,Loddon Mallee,Central Goldfields,Jun 2016,All Properties,91,225
VIC,Loddon Mallee,Central Goldfields,Sep 2016,All Properties,84,230
VIC,Loddon Mallee,Central Goldfields,Dec 2016,All Properties,69,230
VIC,Loddon Mallee,Central Goldfields,Mar 2017,All Properties,81,235
VIC,Loddon Mallee,Central Goldfields,Jun 2017,All Properties,67,240
VIC,Loddon Mallee,Central Goldfields,Sep 2017,All Properties,80,230
VIC,Loddon Mallee,Central Goldfields,Dec 2017,All Properties,70,225
VIC,Loddon Mallee,Central Goldfields,Mar 2018,All Properties,74,250
VIC,Loddon Mallee,Central Goldfields,Jun 2018,All Properties,71,250
VIC,Loddon Mallee,Central Goldfields,Sep 2018,All Properties,50,250
VIC,Loddon Mallee,Central Goldfields,Dec 2018,All Properties,62,258
VIC,Loddon Mallee,Central Goldfields,Mar 2019,All Properties,53,250
VIC,Loddon Mallee,Central Goldfields,Jun 2019,All Properties,65,250
VIC,Loddon Mallee,Central Goldfields,Sep 2019,All Properties,71,255
VIC,Loddon Mallee,Central Goldfields,Dec 2019,All Properties,63,265
VIC,Loddon Mallee,Central Goldfields,Mar 2020,All Properties,63,265
VIC,Loddon Mallee,Central Goldfields,Jun 2020,All Properties,63,250
VIC,Loddon Mallee,Central Goldfields,Sep 2020,All Properties,42,283
VIC,Loddon Mallee,Central Goldfields,Dec 2020,All Properties,49,280
VIC,Loddon Mallee,Central Goldfields,Mar 2021,All Properties,50,280
VIC,Loddon Mallee,Central Goldfields,Jun 2021,All Properties,43,290
VIC,Loddon Mallee,Central Goldfields,Sep 2021,All Properties,38,300
VIC,Loddon Mallee,Central Goldfields,Dec 2021,All Properties,52,295
VIC,Loddon Mallee,Central Goldfields,Mar 2022,All Properties,47,300
VIC,Loddon Mallee,Central Goldfields,Jun 2022,All Properties,46,310
VIC,Loddon Mallee,Central Goldfields,Sep 2022,All Properties,55,315
VIC,Loddon Mallee,Central Goldfields,Dec 2022,All Properties,45,320
VIC,Loddon Mallee,Central Goldfields,Mar 2023,All Properties,61,330
VIC,Loddon Mallee,Central Goldfields,Jun 2023,All Properties,50,330
VIC,Loddon Mallee,Central Goldfields,Sep 2023,All Properties,53,350
VIC,Loddon Mallee,Central Goldfields,Dec 2023,All Properties,66,350
VIC,Loddon Mallee,Central Goldfields,Mar 2024,All Properties,48,350
VIC,Loddon Mallee,Central Goldfields,Jun 2024,All Properties,55,360
VIC,Loddon Mallee,Central Goldfields,Sep 2024,All Properties,55,350
VIC,Loddon Mallee,Central Goldfields,Dec 2024,All Properties,40,380
VIC,Loddon Mallee,Central Goldfields,Mar 2025,All Properties,44,360
VIC,Loddon Mallee,Central Goldfields,Jun 2025,All Properties,37,370
VIC,Loddon Mallee,Central Goldfields,Sep 2025,All Properties,39,380
VIC,Loddon Mallee,Gannawarra,Jun 1999,All Properties,57,100
VIC,Loddon Mallee,Gannawarra,Sep 1999,All Properties,51,100
VIC,Loddon Mallee,Gannawarra,Dec 1999,All Properties,42,110
VIC,Loddon Mallee,Gannawarra,Mar 2000,All Properties,62,110
VIC,Loddon Mallee,Gannawarra,Jun 2000,All Properties,41,100
VIC,Loddon Mallee,Gannawarra,Sep 2000,All Properties,42,110
VIC,Loddon Mallee,Gannawarra,Dec 2000,All Properties,42,110
VIC,Loddon Mallee,Gannawarra,Mar 2001,All Properties,55,100
VIC,Loddon Mallee,Gannawarra,Jun 2001,All Properties,37,110
VIC,Loddon Mallee,Gannawarra,Sep 2001,All Properties,51,120
VIC,Loddon Mallee,Gannawarra,Dec 2001,All Properties,37,110
VIC,Loddon Mallee,Gannawarra,Mar 2002,All Properties,41,110
VIC,Loddon Mallee,Gannawarra,Jun 2002,All Properties,53,120
VIC,Loddon Mallee,Gannawarra,Sep 2002,All Properties,45,110
VIC,Loddon Mallee,Gannawarra,Dec 2002,All Properties,42,110
VIC,Loddon Mallee,Gannawarra,Mar 2003,All Properties,67,110
VIC,Loddon Mallee,Gannawarra,Jun 2003,All Properties,50,110
VIC,Loddon Mallee,Gannawarra,Sep 2003,All Properties,42,120
VIC,Loddon Mallee,Gannawarra,Dec 2003,All Properties,49,120
VIC,Loddon Mallee,Gannawarra,Mar 2004,All Properties,52,120
VIC,Loddon Mallee,Gannawarra,Jun 2004,All Properties,44,118
VIC,Loddon Mallee,Gannawarra,Sep 2004,All Properties,43,120
VIC,Loddon Mallee,Gannawarra,Dec 2004,All Properties,40,120
VIC,Loddon Mallee,Gannawarra,Mar 2005,All Properties,56,125
VIC,Loddon Mallee,Gannawarra,Jun 2005,All Properties,45,130
VIC,Loddon Mallee,Gannawarra,Sep 2005,All Properties,52,130
VIC,Loddon Mallee,Gannawarra,Dec 2005,All Properties,46,127
VIC,Loddon Mallee,Gannawarra,Mar 2006,All Properties,63,130
VIC,Loddon Mallee,Gannawarra,Jun 2006,All Properties,56,133
VIC,Loddon Mallee,Gannawarra,Sep 2006,All Properties,44,140
VIC,Loddon Mallee,Gannawarra,Dec 2006,All Properties,35,140
VIC,Loddon Mallee,Gannawarra,Mar 2007,All Properties,65,140
VIC,Loddon Mallee,Gannawarra,Jun 2007,All Properties,62,140
VIC,Loddon Mallee,Gannawarra,Sep 2007,All Properties,46,143
VIC,Loddon Mallee,Gannawarra,Dec 2007,All Properties,51,140
VIC,Loddon Mallee,Gannawarra,Mar 2008,All Properties,69,148
VIC,Loddon Mallee,Gannawarra,Jun 2008,All Properties,51,140
VIC,Loddon Mallee,Gannawarra,Sep 2008,All Properties,37,150
VIC,Loddon Mallee,Gannawarra,Dec 2008,All Properties,50,144
VIC,Loddon Mallee,Gannawarra,Mar 2009,All Properties,60,150
VIC,Loddon Mallee,Gannawarra,Jun 2009,All Properties,60,145
VIC,Loddon Mallee,Gannawarra,Sep 2009,All Properties,62,150
VIC,Loddon Mallee,Gannawarra,Dec 2009,All Properties,45,150
VIC,Loddon Mallee,Gannawarra,Mar 2010,All Properties,50,160
VIC,Loddon Mallee,Gannawarra,Jun 2010,All Properties,62,150
VIC,Loddon Mallee,Gannawarra,Sep 2010,All Properties,50,150
VIC,Loddon Mallee,Gannawarra,Dec 2010,All Properties,55,150
VIC,Loddon Mallee,Gannawarra,Mar 2011,All Properties,66,158
VIC,Loddon Mallee,Gannawarra,Jun 2011,All Properties,56,165
VIC,Loddon Mallee,Gannawarra,Sep 2011,All Properties,58,155
VIC,Loddon Mallee,Gannawarra,Dec 2011,All Properties,52,150
VIC,Loddon Mallee,Gannawarra,Mar 2012,All Properties,50,160
VIC,Loddon Mallee,Gannawarra,Jun 2012,All Properties,49,175
VIC,Loddon Mallee,Gannawarra,Sep 2012,All Properties,51,170
VIC,Loddon Mallee,Gannawarra,Dec 2012,All Properties,36,160
VIC,Loddon Mallee,Gannawarra,Mar 2013,All Properties,60,163
VIC,Loddon Mallee,Gannawarra,Jun 2013,All Properties,50,160
VIC,Loddon Mallee,Gannawarra,Sep 2013,All Properties,47,175
VIC,Loddon Mallee,Gannawarra,Dec 2013,All Properties,56,173
VIC,Loddon Mallee,Gannawarra,Mar 2014,All Properties,49,170
VIC,Loddon Mallee,Gannawarra,Jun 2014,All Properties,48,180
VIC,Loddon Mallee,Gannawarra,Sep 2014,All Properties,50,180
VIC,Loddon Mallee,Gannawarra,Dec 2014,All Properties,49,180
VIC,Loddon Mallee,Gannawarra,Mar 2015,All Properties,50,200
VIC,Loddon Mallee,Gannawarra,Jun 2015,All Properties,58,190
VIC,Loddon Mallee,Gannawarra,Sep 2015,All Properties,41,190
VIC,Loddon Mallee,Gannawarra,Dec 2015,All Properties,49,190
VIC,Loddon Mallee,Gannawarra,Mar 2016,All Properties,56,180
VIC,Loddon Mallee,Gannawarra,Jun 2016,All Properties,37,190
VIC,Loddon Mallee,Gannawarra,Sep 2016,All Properties,55,195
VIC,Loddon Mallee,Gannawarra,Dec 2016,All Properties,40,190
VIC,Loddon Mallee,Gannawarra,Mar 2017,All Properties,52,200
VIC,Loddon Mallee,Gannawarra,Jun 2017,All Properties,44,200
VIC,Loddon Mallee,Gannawarra,Sep 2017,All Properties,54,208
VIC,Loddon Mallee,Gannawarra,Dec 2017,All Properties,59,200
VIC,Loddon Mallee,Gannawarra,Mar 2018,All Properties,51,202
VIC,Loddon Mallee,Gannawarra,Jun 2018,All Properties,46,200
VIC,Loddon Mallee,Gannawarra,Sep 2018,All Properties,51,207
VIC,Loddon Mallee,Gannawarra,Dec 2018,All Properties,52,220
VIC,Loddon Mallee,Gannawarra,Mar 2019,All Properties,50,220
VIC,Loddon Mallee,Gannawarra,Jun 2019,All Properties,52,220
VIC,Loddon Mallee,Gannawarra,Sep 2019,All Properties,51,220
VIC,Loddon Mallee,Gannawarra,Dec 2019,All Properties,53,225
VIC,Loddon Mallee,Gannawarra,Mar 2020,All Properties,51,220
VIC,Loddon Mallee,Gannawarra,Jun 2020,All Properties,30,233
VIC,Loddon Mallee,Gannawarra,Sep 2020,All Properties,44,228
VIC,Loddon Mallee,Gannawarra,Dec 2020,All Properties,40,238
VIC,Loddon Mallee,Gannawarra,Mar 2021,All Properties,30,245
VIC,Loddon Mallee,Gannawarra,Jun 2021,All Properties,25,240
VIC,Loddon Mallee,Gannawarra,Sep 2021,All Properties,30,255
VIC,Loddon Mallee,Gannawarra,Dec 2021,All Properties,30,240
VIC,Loddon Mallee,Gannawarra,Mar 2022,All Properties,28,263
VIC,Loddon Mallee,Gannawarra,Jun 2022,All Properties,22,250
VIC,Loddon Mallee,Gannawarra,Sep 2022,All Properties,44,260
VIC,Loddon Mallee,Gannawarra,Dec 2022,All Properties,22,280
VIC,Loddon Mallee,Gannawarra,Mar 2023,All Properties,29,280
VIC,Loddon Mallee,Gannawarra,Jun 2023,All Properties,25,300
VIC,Loddon Mallee,Gannawarra,Sep 2023,All Properties,32,280
VIC,Loddon Mallee,Gannawarra,Dec 2023,All Properties,30,305
VIC,Loddon Mallee,Gannawarra,Mar 2024,All Properties,31,300
VIC,Loddon Mallee,Gannawarra,Jun 2024,All Properties,31,325
VIC,Loddon Mallee,Gannawarra,Sep 2024,All Properties,27,300
VIC,Loddon Mallee,Gannawarra,Dec 2024,All Properties,20,320
VIC,Loddon Mallee,Gannawarra,Mar 2025,All Properties,19,340
VIC,Loddon Mallee,Gannawarra,Jun 2025,All Properties,28,305
VIC,Loddon Mallee,Gannawarra,Sep 2025,All Properties,20,323
VIC,Loddon Mallee,Greater Bendigo,Jun 1999,All Properties,651,135
VIC,Loddon Mallee,Greater Bendigo,Sep 1999,All Properties,588,135
VIC,Loddon Mallee,Greater Bendigo,Dec 1999,All Properties,640,140
VIC,Loddon Mallee,Greater Bendigo,Mar 2000,All Properties,892,135
VIC,Loddon Mallee,Greater Bendigo,Jun 2000,All Properties,642,140
VIC,Loddon Mallee,Greater Bendigo,Sep 2000,All Properties,680,140
VIC,Loddon Mallee,Greater Bendigo,Dec 2000,All Properties,618,140
VIC,Loddon Mallee,Greater Bendigo,Mar 2001,All Properties,802,140
VIC,Loddon Mallee,Greater Bendigo,Jun 2001,All Properties,544,149
