state,region,lga,quarter,property_type,count,median_rent
VIC,Gippsland,South Gippsland,Jun 2015,All Properties,155,250
VIC,Gippsland,South Gippsland,Sep 2015,All Properties,153,260
VIC,Gippsland,South Gippsland,Dec 2015,All Properties,148,240
VIC,Gippsland,South Gippsland,Mar 2016,All Properties,158,250
VIC,Gippsland,South Gippsland,Jun 2016,All Properties,145,245
VIC,Gippsland,South Gippsland,Sep 2016,All Properties,155,250
VIC,Gippsland,South Gippsland,Dec 2016,All Properties,153,255
VIC,Gippsland,South Gippsland,Mar 2017,All Properties,127,260
VIC,Gippsland,South Gippsland,Jun 2017,All Properties,147,260
VIC,Gippsland,South Gippsland,Sep 2017,All Properties,131,260
VIC,Gippsland,South Gippsland,Dec 2017,All Properties,125,250
VIC,Gippsland,South Gippsland,Mar 2018,All Properties,132,260
VIC,Gippsland,South Gippsland,Jun 2018,All Properties,135,280
VIC,Gippsland,South Gippsland,Sep 2018,All Properties,126,270
VIC,Gippsland,South Gippsland,Dec 2018,All Properties,102,280
VIC,Gippsland,South Gippsland,Mar 2019,All Properties,119,280
VIC,Gippsland,South Gippsland,Jun 2019,All Properties,123,280
VIC,Gippsland,South Gippsland,Sep 2019,All Properties,120,280
VIC,Gippsland,South Gippsland,Dec 2019,All Properties,113,290
VIC,Gippsland,South Gippsland,Mar 2020,All Properties,130,290
VIC,Gippsland,South Gippsland,Jun 2020,All Properties,125,300
VIC,Gippsland,South Gippsland,Sep 2020,All Properties,101,300
VIC,Gippsland,South Gippsland,Dec 2020,All Properties,85,310
VIC,Gippsland,South Gippsland,Mar 2021,All Properties,87,320
VIC,Gippsland,South Gippsland,Jun 2021,All Properties,100,330
VIC,Gippsland,South Gippsland,Sep 2021,All Properties,102,350
VIC,Gippsland,South Gippsland,Dec 2021,All Properties,103,340
VIC,Gippsland,South Gippsland,Mar 2022,All Properties,89,350
VIC,Gippsland,South Gippsland,Jun 2022,All Properties,110,370
VIC,Gippsland,South Gippsland,Sep 2022,All Properties,103,370
VIC,Gippsland,South Gippsland,Dec 2022,All Properties,93,370
VIC,Gippsland,South Gippsland,Mar 2023,All Properties,100,368
VIC,Gippsland,South Gippsland,Jun 2023,All Properties,105,400
VIC,Gippsland,South Gippsland,Sep 2023,All Properties,99,390
VIC,Gippsland,South Gippsland,Dec 2023,All Properties,107,400
VIC,Gippsland,South Gippsland,Mar 2024,All Properties,101,390
VIC,Gippsland,South Gippsland,Jun 2024,All Properties,101,390
VIC,Gippsland,South Gippsland,Sep 2024,All Properties,94,410
VIC,Gippsland,South Gippsland,Dec 2024,All Properties,115,420
VIC,Gippsland,South Gippsland,Mar 2025,All Properties,105,400
VIC,Gippsland,South Gippsland,Jun 2025,All Properties,92,420
VIC,Gippsland,South Gippsland,Sep 2025,All Properties,76,433
VIC,Gippsland,Wellington,Jun 1999,All Properties,255,115
VIC,Gippsland,Wellington,Sep 1999,All Properties,301,110
VIC,Gippsland,Wellington,Dec 1999,All Properties,253,110
VIC,Gippsland,Wellington,Mar 2000,All Properties,353,120
VIC,Gippsland,Wellington,Jun 2000,All Properties,256,115
VIC,Gippsland,Wellington,Sep 2000,All Properties,258,115
VIC,Gippsland,Wellington,Dec 2000,All Properties,258,120
VIC,Gippsland,Wellington,Mar 2001,All Properties,259,120
VIC,Gippsland,Wellington,Jun 2001,All Properties,253,110
VIC,Gippsland,Wellington,Sep 2001,All Properties,241,120
VIC,Gippsland,Wellington,Dec 2001,All Properties,239,120
VIC,Gippsland,Wellington,Mar 2002,All Properties,289,120
VIC,Gippsland,Wellington,Jun 2002,All Properties,238,120
VIC,Gippsland,Wellington,Sep 2002,All Properties,229,125
VIC,Gippsland,Wellington,Dec 2002,All Properties,245,125
VIC,Gippsland,Wellington,Mar 2003,All Properties,249,125
VIC,Gippsland,Wellington,Jun 2003,All Properties,235,130
VIC,Gippsland,Wellington,Sep 2003,All Properties,236,130
VIC,Gippsland,Wellington,Dec 2003,All Properties,262,140
VIC,Gippsland,Wellington,Mar 2004,All Properties,237,140
VIC,Gippsland,Wellington,Jun 2004,All Properties,219,135
VIC,Gippsland,Wellington,Sep 2004,All Properties,271,140
VIC,Gippsland,Wellington,Dec 2004,All Properties,248,140
VIC,Gippsland,Wellington,Mar 2005,All Properties,257,145
VIC,Gippsland,Wellington,Jun 2005,All Properties,264,145
VIC,Gippsland,Wellington,Sep 2005,All Properties,246,145
VIC,Gippsland,Wellington,Dec 2005,All Properties,211,150
VIC,Gippsland,Wellington,Mar 2006,All Properties,287,150
VIC,Gippsland,Wellington,Jun 2006,All Properties,233,150
VIC,Gippsland,Wellington,Sep 2006,All Properties,220,150
VIC,Gippsland,Wellington,Dec 2006,All Properties,222,160
VIC,Gippsland,Wellington,Mar 2007,All Properties,261,165
VIC,Gippsland,Wellington,Jun 2007,All Properties,259,160
VIC,Gippsland,Wellington,Sep 2007,All Properties,262,170
VIC,Gippsland,Wellington,Dec 2007,All Properties,229,170
VIC,Gippsland,Wellington,Mar 2008,All Properties,249,180
VIC,Gippsland,Wellington,Jun 2008,All Properties,263,180
VIC,Gippsland,Wellington,Sep 2008,All Properties,277,180
VIC,Gippsland,Wellington,Dec 2008,All Properties,231,195
VIC,Gippsland,Wellington,Mar 2009,All Properties,314,180
VIC,Gippsland,Wellington,Jun 2009,All Properties,260,190
VIC,Gippsland,Wellington,Sep 2009,All Properties,241,190
VIC,Gippsland,Wellington,Dec 2009,All Properties,266,200
VIC,Gippsland,Wellington,Mar 2010,All Properties,270,210
VIC,Gippsland,Wellington,Jun 2010,All Properties,234,200
VIC,Gippsland,Wellington,Sep 2010,All Properties,270,200
VIC,Gippsland,Wellington,Dec 2010,All Properties,262,215
VIC,Gippsland,Wellington,Mar 2011,All Properties,306,213
VIC,Gippsland,Wellington,Jun 2011,All Properties,258,220
VIC,Gippsland,Wellington,Sep 2011,All Properties,296,228
VIC,Gippsland,Wellington,Dec 2011,All Properties,245,225
VIC,Gippsland,Wellington,Mar 2012,All Properties,315,220
VIC,Gippsland,Wellington,Jun 2012,All Properties,261,230
VIC,Gippsland,Wellington,Sep 2012,All Properties,289,230
VIC,Gippsland,Wellington,Dec 2012,All Properties,289,230
VIC,Gippsland,Wellington,Mar 2013,All Properties,290,240
VIC,Gippsland,Wellington,Jun 2013,All Properties,296,230
VIC,Gippsland,Wellington,Sep 2013,All Properties,242,230
VIC,Gippsland,Wellington,Dec 2013,All Properties,264,240
VIC,Gippsland,Wellington,Mar 2014,All Properties,318,238
VIC,Gippsland,Wellington,Jun 2014,All Properties,297,250
VIC,Gippsland,Wellington,Sep 2014,All Properties,298,250
VIC,Gippsland,Wellington,Dec 2014,All Properties,279,250
VIC,Gippsland,Wellington,Mar 2015,All Properties,322,265
VIC,Gippsland,Wellington,Jun 2015,All Properties,351,260
VIC,Gippsland,Wellington,Sep 2015,All Properties,315,265
VIC,Gippsland,Wellington,Dec 2015,All Properties,282,250
VIC,Gippsland,Wellington,Mar 2016,All Properties,318,265
VIC,Gippsland,Wellington,Jun 2016,All Properties,295,260
VIC,Gippsland,Wellington,Sep 2016,All Properties,355,260
VIC,Gippsland,Wellington,Dec 2016,All Properties,325,255
VIC,Gippsland,Wellington,Mar 2017,All Properties,406,260
VIC,Gippsland,Wellington,Jun 2017,All Properties,321,260
VIC,Gippsland,Wellington,Sep 2017,All Properties,321,260
VIC,Gippsland,Wellington,Dec 2017,All Properties,321,260
VIC,Gippsland,Wellington,Mar 2018,All Properties,394,260
VIC,Gippsland,Wellington,Jun 2018,All Properties,331,260
VIC,Gippsland,Wellington,Sep 2018,All Properties,319,260
VIC,Gippsland,Wellington,Dec 2018,All Properties,292,270
VIC,Gippsland,Wellington,Mar 2019,All Properties,313,275
VIC,Gippsland,Wellington,Jun 2019,All Properties,282,280
VIC,Gippsland,Wellington,Sep 2019,All Properties,263,280
VIC,Gippsland,Wellington,Dec 2019,All Properties,265,280
VIC,Gippsland,Wellington,Mar 2020,All Properties,271,290
VIC,Gippsland,Wellington,Jun 2020,All Properties,232,300
VIC,Gippsland,Wellington,Sep 2020,All Properties,242,300
VIC,Gippsland,Wellington,Dec 2020,All Properties,228,300
VIC,Gippsland,Wellington,Mar 2021,All Properties,278,320
VIC,Gippsland,Wellington,Jun 2021,All Properties,216,335
VIC,Gippsland,Wellington,Sep 2021,All Properties,239,340
VIC,Gippsland,Wellington,Dec 2021,All Properties,226,360
VIC,Gippsland,Wellington,Mar 2022,All Properties,247,375
VIC,Gippsland,Wellington,Jun 2022,All Properties,248,380
VIC,Gippsland,Wellington,Sep 2022,All Properties,221,385
VIC,Gippsland,Wellington,Dec 2022,All Properties,233,385
VIC,Gippsland,Wellington,Mar 2023,All Properties,271,400
VIC,Gippsland,Wellington,Jun 2023,All Properties,232,400
VIC,Gippsland,Wellington,Sep 2023,All Properties,228,400
VIC,Gippsland,Wellington,Dec 2023,All Properties,216,400
VIC,Gippsland,Wellington,Mar 2024,All Properties,235,420
VIC,Gippsland,Wellington,Jun 2024,All Properties,239,400
VIC,Gippsland,Wellington,Sep 2024,All Properties,231,420
VIC,Gippsland,Wellington,Dec 2024,All Properties,213,420
VIC,Gippsland,Wellington,Mar 2025,All Properties,207,430
VIC,Gippsland,Wellington,Jun 2025,All Properties,212,430
VIC,Gippsland,Wellington,Sep 2025,All Properties,160,435
VIC,North and West Metro,Banyule,Jun 1999,All Properties,582,180
VIC,North and West Metro,Banyule,Sep 1999,All Properties,548,180
VIC,North and West Metro,Banyule,Dec 1999,All Properties,642,180
VIC,North and West Metro,Banyule,Mar 2000,All Properties,779,185
VIC,North and West Metro,Banyule,Jun 2000,All Properties,587,190
VIC,North and West Metro,Banyule,Sep 2000,All Properties,603,190
VIC,North and West Metro,Banyule,Dec 2000,All Properties,587,190
VIC,North and West Metro,Banyule,Mar 2001,All Properties,740,200
VIC,North and West Metro,Banyule,Jun 2001,All Properties,638,200
VIC,North and West Metro,Banyule,Sep 2001,All Properties,640,200
VIC,North and West Metro,Banyule,Dec 2001,All Properties,617,200
VIC,North and West Metro,Banyule,Mar 2002,All Properties,783,210
VIC,North and West Metro,Banyule,Jun 2002,All Properties,596,210
VIC,North and West Metro,Banyule,Sep 2002,All Properties,673,210
VIC,North and West Metro,Banyule,Dec 2002,All Properties,616,215
VIC,North and West Metro,Banyule,Mar 2003,All Properties,784,215
VIC,North and West Metro,Banyule,Jun 2003,All Properties,639,214
VIC,North and West Metro,Banyule,Sep 2003,All Properties,656,220
VIC,North and West Metro,Banyule,Dec 2003,All Properties,657,220
VIC,North and West Metro,Banyule,Mar 2004,All Properties,800,220
VIC,North and West Metro,Banyule,Jun 2004,All Properties,514,220
VIC,North and West Metro,Banyule,Sep 2004,All Properties,614,225
VIC,North and West Metro,Banyule,Dec 2004,All Properties,624,230
VIC,North and West Metro,Banyule,Mar 2005,All Properties,774,230
VIC,North and West Metro,Banyule,Jun 2005,All Properties,569,225
VIC,North and West Metro,Banyule,Sep 2005,All Properties,619,230
VIC,North and West Metro,Banyule,Dec 2005,All Properties,588,240
VIC,North and West Metro,Banyule,Mar 2006,All Properties,719,240
VIC,North and West Metro,Banyule,Jun 2006,All Properties,658,240
VIC,North and West Metro,Banyule,Sep 2006,All Properties,598,250
VIC,North and West Metro,Banyule,Dec 2006,All Properties,521,250
VIC,North and West Metro,Banyule,Mar 2007,All Properties,716,260
VIC,North and West Metro,Banyule,Jun 2007,All Properties,552,265
VIC,North and West Metro,Banyule,Sep 2007,All Properties,581,271
VIC,North and West Metro,Banyule,Dec 2007,All Properties,623,285
VIC,North and West Metro,Banyule,Mar 2008,All Properties,696,298
VIC,North and West Metro,Banyule,Jun 2008,All Properties,602,300
VIC,North and West Metro,Banyule,Sep 2008,All Properties,565,305
VIC,North and West Metro,Banyule,Dec 2008,All Properties,601,320
VIC,North and West Metro,Banyule,Mar 2009,All Properties,826,312
VIC,North and West Metro,Banyule,Jun 2009,All Properties,634,320
VIC,North and West Metro,Banyule,Sep 2009,All Properties,724,320
VIC,North and West Metro,Banyule,Dec 2009,All Properties,745,320
VIC,North and West Metro,Banyule,Mar 2010,All Properties,894,330
VIC,North and West Metro,Banyule,Jun 2010,All Properties,735,330
VIC,North and West Metro,Banyule,Sep 2010,All Properties,795,340
VIC,North and West Metro,Banyule,Dec 2010,All Properties,796,340
VIC,North and West Metro,Banyule,Mar 2011,All Properties,1009,340
VIC,North and West Metro,Banyule,Jun 2011,All Properties,718,350
VIC,North and West Metro,Banyule,Sep 2011,All Properties,918,345
VIC,North and West Metro,Banyule,Dec 2011,All Properties,812,350
VIC,North and West Metro,Banyule,Mar 2012,All Properties,1079,350
VIC,North and West Metro,Banyule,Jun 2012,All Properties,772,340
VIC,North and West Metro,Banyule,Sep 2012,All Properties,825,350
VIC,North and West Metro,Banyule,Dec 2012,All Properties,802,350
VIC,North and West Metro,Banyule,Mar 2013,All Properties,1054,350
VIC,North and West Metro,Banyule,Jun 2013,All Properties,800,345
VIC,North and West Metro,Banyule,Sep 2013,All Properties,870,350
VIC,North and West Metro,Banyule,Dec 2013,All Properties,844,350
VIC,North and West Metro,Banyule,Mar 2014,All Properties,1107,355
VIC,North and West Metro,Banyule,Jun 2014,All Properties,781,350
VIC,North and West Metro,Banyule,Sep 2014,All Properties,931,360
VIC,North and West Metro,Banyule,Dec 2014,All Properties,899,360
VIC,North and West Metro,Banyule,Mar 2015,All Properties,1147,360
VIC,North and West Metro,Banyule,Jun 2015,All Properties,804,365
VIC,North and West Metro,Banyule,Sep 2015,All Properties,959,370
VIC,North and West Metro,Banyule,Dec 2015,All Properties,942,365
VIC,North and West Metro,Banyule,Mar 2016,All Properties,1153,370
VIC,North and West Metro,Banyule,Jun 2016,All Properties,886,375
VIC,North and West Metro,Banyule,Sep 2016,All Properties,1090,380
VIC,North and West Metro,Banyule,Dec 2016,All Properties,1023,380
VIC,North and West Metro,Banyule,Mar 2017,All Properties,1284,395
VIC,North and West Metro,Banyule,Jun 2017,All Properties,974,390
VIC,North and West Metro,Banyule,Sep 2017,All Properties,1019,400
VIC,North and West Metro,Banyule,Dec 2017,All Properties,990,410
VIC,North and West Metro,Banyule,Mar 2018,All Properties,1169,410
VIC,North and West Metro,Banyule,Jun 2018,All Properties,955,400
VIC,North and West Metro,Banyule,Sep 2018,All Properties,1060,405
VIC,North and West Metro,Banyule,Dec 2018,All Properties,942,410
VIC,North and West Metro,Banyule,Mar 2019,All Properties,1140,420
VIC,North and West Metro,Banyule,Jun 2019,All Properties,890,420
VIC,North and West Metro,Banyule,Sep 2019,All Properties,976,410
VIC,North and West Metro,Banyule,Dec 2019,All Properties,926,420
VIC,North and West Metro,Banyule,Mar 2020,All Properties,1190,430
VIC,North and West Metro,Banyule,Jun 2020,All Properties,850,410
VIC,North and West Metro,Banyule,Sep 2020,All Properties,755,415
VIC,North and West Metro,Banyule,Dec 2020,All Properties,902,410
VIC,North and West Metro,Banyule,Mar 2021,All Properties,1153,410
VIC,North and West Metro,Banyule,Jun 2021,All Properties,928,410
VIC,North and West Metro,Banyule,Sep 2021,All Properties,914,410
VIC,North and West Metro,Banyule,Dec 2021,All Properties,1032,410
VIC,North and West Metro,Banyule,Mar 2022,All Properties,1373,420
VIC,North and West Metro,Banyule,Jun 2022,All Properties,1081,420
VIC,North and West Metro,Banyule,Sep 2022,All Properties,1050,430
VIC,North and West Metro,Banyule,Dec 2022,All Properties,938,450
VIC,North and West Metro,Banyule,Mar 2023,All Properties,1085,460
VIC,North and West Metro,Banyule,Jun 2023,All Properties,834,470
VIC,North and West Metro,Banyule,Sep 2023,All Properties,973,500
VIC,North and West Metro,Banyule,Dec 2023,All Properties,797,500
VIC,North and West Metro,Banyule,Mar 2024,All Properties,950,510
VIC,North and West Metro,Banyule,Jun 2024,All Properties,1007,525
VIC,North and West Metro,Banyule,Sep 2024,All Properties,1016,550
VIC,North and West Metro,Banyule,Dec 2024,All Properties,856,550
VIC,North and West Metro,Banyule,Mar 2025,All Properties,934,550
VIC,North and West Metro,Banyule,Jun 2025,All Properties,819,560
VIC,North and West Metro,Banyule,Sep 2025,All Properties,830,560
VIC,North and West Metro,Brimbank,Jun 1999,All Properties,638,150
VIC,North and West Metro,Brimbank,Sep 1999,All Properties,619,155
VIC,North and West Metro,Brimbank,Dec 1999,All Properties,662,155
VIC,North and West Metro,Brimbank,Mar 2000,All Properties,779,155
VIC,North and West Metro,Brimbank,Jun 2000,All Properties,709,160
VIC,North and West Metro,Brimbank,Sep 2000,All Properties,745,165
VIC,North and West Metro,Brimbank,Dec 2000,All Properties,745,165
VIC,North and West Metro,Brimbank,Mar 2001,All Properties,725,160
VIC,North and West Metro,Brimbank,Jun 2001,All Properties,677,165
VIC,North and West Metro,Brimbank,Sep 2001,All Properties,739,165
VIC,North and West Metro,Brimbank,Dec 2001,All Properties,725,170
VIC,North and West Metro,Brimbank,Mar 2002,All Properties,769,175
VIC,North and West Metro,Brimbank,Jun 2002,All Properties,757,175
VIC,North and West Metro,Brimbank,Sep 2002,All Properties,807,170
VIC,North and West Metro,Brimbank,Dec 2002,All Properties,769,175
VIC,North and West Metro,Brimbank,Mar 2003,All Properties,827,180
VIC,North and West Metro,Brimbank,Jun 2003,All Properties,836,175
VIC,North and West Metro,Brimbank,Sep 2003,All Properties,841,180
VIC,North and West Metro,Brimbank,Dec 2003,All Properties,784,180
VIC,North and West Metro,Brimbank,Mar 2004,All Properties,837,175
VIC,North and West Metro,Brimbank,Jun 2004,All Properties,637,180
VIC,North and West Metro,Brimbank,Sep 2004,All Properties,927,180
VIC,North and West Metro,Brimbank,Dec 2004,All Properties,793,180
VIC,North and West Metro,Brimbank,Mar 2005,All Properties,863,180
VIC,North and West Metro,Brimbank,Jun 2005,All Properties,825,185
VIC,North and West Metro,Brimbank,Sep 2005,All Properties,795,180
VIC,North and West Metro,Brimbank,Dec 2005,All Properties,776,190
VIC,North and West Metro,Brimbank,Mar 2006,All Properties,816,185
VIC,North and West Metro,Brimbank,Jun 2006,All Properties,748,190
VIC,North and West Metro,Brimbank,Sep 2006,All Properties,798,195
VIC,North and West Metro,Brimbank,Dec 2006,All Properties,680,200
VIC,North and West Metro,Brimbank,Mar 2007,All Properties,835,200
VIC,North and West Metro,Brimbank,Jun 2007,All Properties,744,210
VIC,North and West Metro,Brimbank,Sep 2007,All Properties,765,220
VIC,North and West Metro,Brimbank,Dec 2007,All Properties,745,220
VIC,North and West Metro,Brimbank,Mar 2008,All Properties,867,240
VIC,North and West Metro,Brimbank,Jun 2008,All Properties,876,250
VIC,North and West Metro,Brimbank,Sep 2008,All Properties,789,260
VIC,North and West Metro,Brimbank,Dec 2008,All Properties,846,270
VIC,North and West Metro,Brimbank,Mar 2009,All Properties,879,270
VIC,North and West Metro,Brimbank,Jun 2009,All Properties,883,280
VIC,North and West Metro,Brimbank,Sep 2009,All Properties,1011,280
VIC,North and West Metro,Brimbank,Dec 2009,All Properties,1006,280
VIC,North and West Metro,Brimbank,Mar 2010,All Properties,994,290
VIC,North and West Metro,Brimbank,Jun 2010,All Properties,1045,290
VIC,North and West Metro,Brimbank,Sep 2010,All Properties,1122,295
VIC,North and West Metro,Brimbank,Dec 2010,All Properties,1092,300
VIC,North and West Metro,Brimbank,Mar 2011,All Properties,1077,300
VIC,North and West Metro,Brimbank,Jun 2011,All Properties,1048,295
VIC,North and West Metro,Brimbank,Sep 2011,All Properties,1181,300
VIC,North and West Metro,Brimbank,Dec 2011,All Properties,1087,300
VIC,North and West Metro,Brimbank,Mar 2012,All Properties,1189,300
VIC,North and West Metro,Brimbank,Jun 2012,All Properties,1200,300
VIC,North and West Metro,Brimbank,Sep 2012,All Properties,1171,300
VIC,North and West Metro,Brimbank,Dec 2012,All Properties,1195,300
VIC,North and West Metro,Brimbank,Mar 2013,All Properties,1253,300
VIC,North and West Metro,Brimbank,Jun 2013,All Properties,1268,300
VIC,North and West Metro,Brimbank,Sep 2013,All Properties,1200,310
VIC,North and West Metro,Brimbank,Dec 2013,All Properties,1074,310
VIC,North and West Metro,Brimbank,Mar 2014,All Properties,1143,310
VIC,North and West Metro,Brimbank,Jun 2014,All Properties,1090,310
VIC,North and West Metro,Brimbank,Sep 2014,All Properties,1227,320
VIC,North and West Metro,Brimbank,Dec 2014,All Properties,1143,320
VIC,North and West Metro,Brimbank,Mar 2015,All Properties,1165,320
VIC,North and West Metro,Brimbank,Jun 2015,All Properties,1186,320
VIC,North and West Metro,Brimbank,Sep 2015,All Properties,1185,320
VIC,North and West Metro,Brimbank,Dec 2015,All Properties,1216,320
VIC,North and West Metro,Brimbank,Mar 2016,All Properties,1180,330
VIC,North and West Metro,Brimbank,Jun 2016,All Properties,1167,330
VIC,North and West Metro,Brimbank,Sep 2016,All Properties,1217,340
VIC,North and West Metro,Brimbank,Dec 2016,All Properties,1070,340
VIC,North and West Metro,Brimbank,Mar 2017,All Properties,1225,340
VIC,North and West Metro,Brimbank,Jun 2017,All Properties,1201,350
VIC,North and West Metro,Brimbank,Sep 2017,All Properties,1162,350
VIC,North and West Metro,Brimbank,Dec 2017,All Properties,1109,350
VIC,North and West Metro,Brimbank,Mar 2018,All Properties,1219,350
VIC,North and West Metro,Brimbank,Jun 2018,All Properties,1137,360
